# ASKED: Vasara | Juridata | SeedLegals | Harvey | CoCounsel Legal | Datasite | XLSCOUT ClaimChart LLM | CourtListener | HeyCounsel | Policy Doctor | Jus Mundi | Legal Data Hunter | Ontra | Midpage Legal Research | LegalZoom | Lawve AI | Everlaw | Lightbringer | CourtsApp | TopCounsel by The L Suite | Lloyd by The L Suite | Solve Intelligence | Courtroom5 | Descrybe Legal Engine | Aurora | Intapp Celeste | Clarivate IPOne CompuMark Trademarks | Definely | BoardWise | Relativity | Ironclad Contracts | LogRocket MCP | Geckoboard | Subtext | Wistia | Tableau Cloud | Mixpanel | PostHog | Asset Vision | Hex | Sigma | Pigment | Mystore | Jam | Flourish | ThoughtSpot Spotter | OctoPerf MCP | Orion by Gravity | Upsolve AI | Lightrun | Rill | Amplitude | Tableau | Metabase (Unofficial — Community) | Microsoft Clarity | Growthbook | Zoho Analytics | Stats Compass | PopHIVE Public Health Data | Dynatrace MCP Server | OpenReplay MCP
Harvey	a428b976-7973-467f-9588-6b72643af755	0	Ask Harvey,Ask Harvey About Vault Project,Ask Harvey With Knowledge Source,List Vault Projects,List Knowledge Sources
CoCounsel Legal	084ce5af-6b81-471a-a754-d1a50d3f61a1	0	legal_research_start_deep_research,legal_research_check_deep_research_status,legal_research_get_deep_research_report,legal_research_follow_up_deep_research
Datasite	3a148118-6b4a-443e-9a66-9e1ec243d119	0	acceptDisclaimer,createContent,getAccessControl,getMembers,getProjectOverview,getQAStatus,grantFeatureAccess,inviteUser,+11 more
CourtListener	58d5cff1-20b3-4bb8-9c51-9ac3e6bd0dac	0	search,get_endpoint_schema,call_endpoint,get_endpoint_item,get_choices,get_counts,get_more_results,extract_citations,+6 more
Asana	41aefcf3-a829-45eb-8cee-d90b93912f57	0	create_project_preview,create_task_preview,search_tasks_preview,get_status_overview,get_items_for_portfolio,get_portfolio,get_portfolios,get_project,+7 more
Coursera	03c911b8-9789-4cb1-949b-236f9d06b2da	0	coursera_roleplay_practice,search_courses,search_videos,search_hands_on_learning,get_course_material
NetSuite	d7733f53-723c-477a-a87b-41926580ef7d	0	ns_createRecord,ns_getRecord,ns_getRecordTypeMetadata,ns_updateRecord,ns_getSubsidiaries,ns_listAllReports,ns_runReport,ns_listSavedSearches,+9 more
LegalZoom	d87c0d44-2615-4af6-b3ac-ba22264496b2	0	check-attorney-consultation-entitlements,get_consultation_topics,get_valid_locations,get_attorney_availability,request_attorney_review,attach_document_to_attorney_review,prepare_document_upload,add-bap-to-cart
Lawve AI	afce8e96-04a4-4d3c-9e63-0e47c64468ea	0	lawvable_search_skills,lawvable_get_skill_manifest
Jus Mundi	f15b18a4-e4f0-4a4e-be24-ee8a4c17f41a	0	legal_research
Legal Data Hunter	a38cc6ae-c7fb-4136-b50e-cf49a4ded4b3	0	search,resolve_reference,get_document,discover_countries,discover_sources,get_filters,report_source_issue
Ontra	44c1fc8d-e5df-4846-be1d-a57db7070783	0	atlas_list_accounts,atlas_search,atlas_get,atlas_discover,system_info
Midpage Legal Research	1a6a40cd-43c9-4752-9052-fed9c5e8c45c	0	search,findInOpinion,analyzeOpinion
Ironclad Contracts	c5504c7c-d299-4637-a012-29ef1a2354a9	0	conversational_search,create_obligation,get_obligation,list_obligations,list_obligation_types,update_obligation
Tropic	1561bc95-0862-4c90-8720-6ac8d683340e	0	get_supplier_intelligence,get_negotiation_playbook,run_price_benchmark,list_supplier_products,get_server_status,query_contract_documents,create_manual_benchmark_request,list_price_benchmarks,+2 more
Tabs	1c64d334-6dd8-4aed-9f0c-ee91b7f3fabb	0	commitments_get,commitments_list,contracts_billing_term_groups_get,contracts_get,contracts_list,contracts_performance_obligations_get,contracts_usage_get,credit_memos_by_invoice,+19 more
Deel	e4bed2f4-9f30-4e0f-a157-32fd49838b0c	0	add_off_cycle_payment_for_contract,add_workflow_actions,add_workflow_trigger,amend_contract,calculate_employment_cost,calculate_employment_cost_for_multiple_countries,calculate_eor_versus_entity_hiring_costs,calculate_take_home_pay,+87 more
TopCounsel by The L Suite	dc0a67bc-7db2-4f4a-b391-9a46964ac5cf	0	find_outside_counsel
Everlaw	d498e1f4-a632-40ba-ada2-32c9aae7232b	0	GetProjectSearchResult,PostProjectSearch,GetProjectBinders
Solve Intelligence	064e137e-4712-4a68-abc8-c42e077f5e78	0	search_patents,get_patent_content,search_npl,lookup_patent_search_entities,list_patent_law_and_standards,read_patent_law_and_standard,search_patent_law_and_standards,grep_patent_law_and_standards,+1 more
Courtroom5	295eaac1-7469-4c28-8fda-dbd2a0f76219	1	case_intake_assessment,deadline_calculator,next_step_guidance
Lloyd by The L Suite	ad1b6f45-0c2c-442c-829c-44b55ebe4075	0	get_peer_insights,find_vendors
Descrybe Legal Engine	9ce05d07-3fb2-474f-b427-d5a4496ab1ac	0	analyze_legal_question,search_cases_by_concept,search_case_text,find_case_from_reference,extract_case_references,get_case_details,get_case_pdf,get_case_passages,+5 more
Sprouts Data Intelligence	fadebf8c-fa8d-42f0-b754-4635bd480ab0	0	sprouts_data_intelligence,move_to_sprouts,query_templates,query_refinement,search_history,icp_analysis,sprouts_user_preferences
Vercel	78796cf8-5b52-471a-af73-d36a401732e4	0	
Aurora	dee803ac-4887-4e73-a3c5-ab167f8f1fe8	0	searchMatters,searchWorkspaces,searchDocuments,searchTickets
Clarivate IPOne CompuMark Trademarks	d68d9615-8525-4b27-94c0-2497a64ee6d0	0	ip-one___trademark-content,ip-one___trademark-count,ip-one___trademark-fulltext,ip-one___trademark-goods,ip-one___trademark-knockout-search,ip-one___trademark-search-field-names,ip-one___trademark-search-field-operators,ip-one___trademark-search-register-office-codes,+1 more
Definely	ef1f5dc0-3c66-4834-b734-a6a144f6d7bd	0	get_document_table_of_contents,get_list_of_undefined_terms,get_list_of_defined_terms,get_containing_section,get_items_in_this_section,find_where_this_section_is_referenced,find_cross_references_in_this_section,find_undefined_terms_in_this_text,+12 more
BoardWise	ab14fdd2-6e9c-41f5-982b-cb1f02eb5fd8	1	get_board_guidance,get_response_letter_guidance,find_relevant_guide,get_resources
Intapp Celeste	dd9a36b4-e356-4ca5-a771-d979e8a898c6	0	dc_list_objects,dc_list_fields,dc_find_records,dc_entry,dc_lookup,dc_aggregate,dc_check_duplicates,dc_create_record,+9 more
Relativity	05bc8b45-fc66-4a11-bfaa-24c60bedce1a	0	relone_connection_status,relone_list_clients,relone_list_matters,relone_create_client,relone_edit_client,relone_create_matter,relone_edit_matter,relone_list_users,+26 more
Readwise	1bdc2099-1cf5-4b5e-bf03-76ca9c6c6248	0	readwise_search_highlights,readwise_create_highlights,readwise_list_highlights,readwise_update_highlight,readwise_delete_highlight,readwise_get_daily_review,reader_search_documents,reader_create_document,+14 more
Subtext	ba1a54c3-9b80-4113-8c04-4a599cc48936	0	privacy-create,privacy-delete,privacy-list,privacy-promote,privacy-propose,review-close,review-snapshot,review-list-sessions,+7 more
