# ASKED: Hardline | Caretta | Zoom for Claude | Granola | AI TeamsMaestro | Trint | Fathom | Memoket | Otter.ai | tldv | Fellow.ai | SpeakApp | Webex Meetings | Quo | Circleback | Strety | Spinach AI | Sybill | Zocks | Voicenotes | Plaud | Minutes — Meeting Memory for AI | MeetGeek | Promocodes.com | Salesflare | Seismic | Outreach | Salesloft | Vibe Prospecting | folk | Attio | Crossbeam | Common Room | lemlist | Highspot | Leadsquared | Trussi AI | Meridian AI | SaaSify - Cloud Marketplaces GTM Platform | Day AI | Lightfield | Actively | Dex Personal CRM | Blinq | Zoho CRM | McAfee | Have I Been Pwned | Phished | Norton | Robtex Network Intelligence | Malwarebytes | Origin | Zylo | Ketryx | Apiiro Guardian | Scorechain | Socket | Zscaler MCP Server | Snyk Security | PanOS MCP | Vendr Software Pricing Tools
Zoom for Claude	1ed68a66-c371-4d26-82dc-28e6c260ece8	0	search_meetings,recordings_list,get_meeting_assets,get_recording_resource,create_new_file_with_markdown
Granola	4d608ca4-1664-4ddd-be1c-c88c0ea2ec7e	0	query_granola,list_meetings,get_meetings,get_meeting_transcript
Fathom	954b8c86-38d8-431b-bdaf-85b14336989c	0	get_identity,list_teams,list_meetings,get_meeting_summary,get_meeting_transcript,find_person,search_meetings
Mem	fab5214d-eb35-4038-8271-2a0be421a086	0	list_notes,create_note,search_notes,get_note,update_note,trash_note,restore_note,delete_note,+7 more
Tines	bfbaa374-0528-4d49-8de8-bb0d0b92596c	0	
Otter.ai	bb74915f-d284-4590-a208-ae06447b37af	0	get_user_info,search,fetch
Fellow.ai	069b18da-5c89-4a66-941f-0cb6eae49a8d	0	get_action_items,get_meeting_participants,get_meeting_summary,get_meeting_transcript,search_meetings
tldv	fe54565b-5acb-45b3-b27e-4f7d9752a257	0	get-meeting-metadata,get-meeting-notes,get-meeting-transcript,get-user-profile,search-meetings
Webex Meetings	dfd27e26-02d5-4435-b775-28b0474067ff	0	webex-list-meetings,webex-create-meeting,webex-update-meeting,webex-delete-meeting,webex-get-meeting-status,webex-get-meeting-summary,webex-list-recordings,webex-list-transcripts
Quo	5b1d1665-4793-4a8c-98cf-909e00e97a29	0	send-message,create-contact,update-contact,fetch-call-transcripts,fetch-messages,list-users,list-inboxes,list-contacts,+1 more
Circleback	91c3f3e4-8c61-4f73-b912-96d035f69f24	0	SearchMeetings,SearchTranscripts,GetTranscriptsForMeetings,ReadMeetings,FindProfiles,FindDomains,SearchCalendarEvents,SearchEmails,+1 more
tldraw	110f1913-34f3-443b-bd22-3c905fd246ec	1	
Plaud	33b42d5b-de4e-43c6-ae45-135b15ec1791	0	list_files,get_file,get_note,get_transcript,get_current_user
Spinach AI	50817992-a7f8-4ac2-bdc4-2f655b87168c	0	TestConnection,Search,Fetch
Sybill	2273f645-4b1d-4842-a52f-c0032296ccad	0	ask_sybill,list_conversations,get_conversation,list_deals,get_deal
Zocks	4f05b447-c6da-4f35-88f8-b078c21293bb	0	contacts_search_contacts,contacts_get_contact_details,meetings_list_past_sessions,meetings_list_upcoming_sessions,meetings_get_transcript,ai_results_list_results,ai_results_get_ai_result,ai_results_get_agent_result
Goodnotes	e261228f-7eed-410a-b7b7-f4474dc592ba	1	draw_svg_image,generate_mermaid_diagram,create_markdown_text_document
Nooks	57d3169d-032d-4bcc-b03c-ef0a91043e6a	0	
ServiceNow	2096eddf-af8e-4ab1-9fd4-6669f100524e	0	
Salesflare	6e8d7c79-70a3-469d-855f-a76341668f74	0	create_account,create_contact,create_opportunity,create_task,get_account_feed,list_accounts,list_contacts,list_opportunities,+8 more
Salesloft	b88a0129-d984-4c48-87a1-acf028e9f035	0	account_by_id,conversation_by_id,conversation_recording_by_id,conversation_transcript_by_id,current_team,current_user,opportunity_by_id,person_by_id,+6 more
Vibe Prospecting	1bdcb159-b6f0-4f13-bc08-fdb40b007828	0	autocomplete,enrich-business,enrich-prospects,estimate-cost,export-to-csv,fetch-businesses-events,fetch-entities,fetch-entities-statistics,+4 more
Outreach	7b2bdb34-e318-4d50-893f-330a8e41d78c	0	fetch_kaia_meetings,emails_search,sequence_search_by_name,prospect_get_by_id,prospect_search_by_name,prospect_search_by_ext_id,account_get_by_id,account_search_by_name,+7 more
Attio	ae5afdb9-e3c6-4b64-a13a-420e7a8d8124	0	create-note,create-record,create-task,get-call-recording,get-email-content,get-note-body,get-records-by-ids,list-attribute-definitions,+15 more
Seismic	9feecd5e-241d-4ea1-8caa-289839a3ac04	0	generative_search_for_retrieving_contents,generative_search_for_answer_or_summary,generate_livesend_link
