# ASKED: CodeWords | n8n | IFTTT | Jentic | Tekst | Resend | Fyxer | Mailtrap | Spark | Tomba MCP Server | Vaisala Xweather | TomTom Maps | SkyWatch | Xweather | TomTom Maps MCP | QuizHP | Productised | Jotform | Demographic and Health Surveys | Cognito Forms | BuyLater | Shop | GoDaddy | Nuvemshop-mcp | Domhaul | Adobe Customer Journey Analytics | Peec AI | JoomPulse | Promptwatch | Website Auditor | Lumonic | Theia Insights | Massive Market Data | Blender | OilPriceAPI — Oil, Gas & Commodity Prices | Box | Dropbox | iManage Work | Kiteworks MCP Server | Conviso MCP Server | Defense.com Threat Analysis | Rapid7 Bulk Export | GoPlus AgentGuard
n8n	d86fa999-100c-4212-ad7f-2fefea661ef1	0	search_workflows,execute_workflow,get_execution,search_executions,get_workflow_details,publish_workflow,unpublish_workflow,prepare_test_pin_data,+19 more
IFTTT	a0ea0811-dabc-4b51-903a-d762fec4afcb	0	get_user_info,get_services,search_services,get_triggers,get_actions,get_queries,run_action,run_query,+6 more
Jentic	a133f422-ff03-478f-a208-ddc460db8826	0	search_apis,load_execution_info,execute
Resend	b770b020-8081-435f-8e05-4bee9c2a8772	0	add-contact-to-segment,cancel-email,compose-broadcast,compose-template,connect-to-editor,create-api-key,create-automation,create-broadcast,+77 more
Fyxer	69feb637-7aa9-48f1-9443-71b881c0167c	0	search_context,find_recordings,search_meetings,get_recording,get_meeting,get_transcript,draft_email,resolve_person
Vaisala Xweather	295db52b-93db-4429-a489-2be633d33249	0	xweather_get_aggregated_daily_weather_summaries,xweather_get_aggregated_weather_conditions,xweather_get_current_active_tropical_systems,xweather_get_current_active_weather_alerts,xweather_get_current_airquality,xweather_get_current_tropical_storms_near_location,xweather_get_current_weather,xweather_get_current_weather_impacts,+11 more
TomTom Maps	5775e1f2-124a-4f56-be6c-105a5cb33acc	0	tomtom-geocode,tomtom-reverse-geocode,tomtom-fuzzy-search,tomtom-poi-search,tomtom-nearby,tomtom-poi-categories,tomtom-area-search,tomtom-ev-search,+7 more
Jotform	aed7e2be-868e-4046-9e12-5c917b4e6b97	0	form_list,create_form,edit_form,create_submission,get_submissions,search,fetch,assign_form,+3 more
Cognito Forms	3ec0d2b6-b96f-4314-bb2c-ccf6f644946d	0	get_document,get_entry,get_entry_views,get_file,get_form_schema,get_forms,manage_entry,provide_mcp_server_feedback,+2 more
Demographic and Health Surveys	9e5b81c6-d26f-43bb-9425-2d132ccdea40	0	list_dhs_countries,list_dhs_surveys,list_dhs_indicators,search_dhs_indicators_by_text,get_dhs_indicator_profile,list_dhs_tags,list_dhs_survey_characteristics,resolve_dhs_filters,+6 more
GoDaddy	a1d0551d-c567-4975-91fc-7ced9e819421	1	check_domain,suggest_domains
Adobe Customer Journey Analytics	a1b63edd-c598-4b04-b7b0-22dd02c328a3	0	describe_Cja,describe_Dimension,describe_Metric,describe_Project,describe_Audience,describe_Segment,describe_Calculated_Metric,find_DataViews,+18 more
Peec AI	ed56abc7-38aa-4ac9-a1a5-fbbb03a95855	0	list_projects,list_brands,list_prompts,list_topics,list_tags,get_brand_report,get_domain_report,get_url_report
Dropbox	1e4280cc-037c-47f0-9873-56bea1871bdb	0	check_job_status,copy,create_file,create_file_request,create_folder,create_shared_link,delete,download_link,+11 more
Box	a5380429-c773-4180-b642-301418240c8c	0	who_am_i,search_folders_by_name,list_folder_content_by_folder_id,search_files_keyword,search_files_metadata,ai_qa_single_file,ai_qa_multi_file,ai_qa_hub,+12 more
iManage Work	bfc6b32d-8cdb-451d-8132-d8a16bfe9f9c	0	download_document,fetch,get_container_children,get_document_profile,get_document_versions,get_libraries,get_recent_documents,get_recent_workspaces,+6 more
